ccm4_0_12_ctrl_domain,ccm4_0_12_ctrl_title,ccm4_0_12_ctrl_id,ccm4_0_12_ctrl_specification,ccm4_0_12_ctrl_maps2_aicpa_2017_ctrls,ccm4_0_12_ctrl_maps2_aicpa_2017_gap_level,ccm4_0_12_ctrl_maps2_aicpa_2017_addendum,ccm4_0_12_ctrl_maps2_ccmv3_0_1_ctrls,ccm4_0_12_ctrl_maps2_ccmv3_0_1_gap_level,ccm4_0_12_ctrl_maps2_ccmv3_0_1_addendum,ccm4_0_12_ctrl_maps2_cis_v8_ctrls,ccm4_0_12_ctrl_maps2_cis_v8_gap_level,ccm4_0_12_ctrl_maps2_cis_v8_addendum,ccm4_0_12_ctrl_maps2_isf_sogp_2022_ctrls,ccm4_0_12_ctrl_maps2_isf_sogp_2022_gap_level,ccm4_0_12_ctrl_maps2_isf_sogp_2022_addendum,ccm4_0_12_ctrl_maps2_iso_270xx_pre_2022_ctrls,ccm4_0_12_ctrl_maps2_iso_270xx_pre_2022_gap_level,ccm4_0_12_ctrl_maps2_iso_270xx_pre_2022_addendum,ccm4_0_12_ctrl_maps2_iso_2700x_2022_ctrls,ccm4_0_12_ctrl_maps2_iso_2700x_2022_gap_level,ccm4_0_12_ctrl_maps2_iso_2700x_2022_addendum,ccm4_0_12_ctrl_maps2_nist_800_53r5_ctrls,ccm4_0_12_ctrl_maps2_nist_800_53r5_gap_level,ccm4_0_12_ctrl_maps2_nist_800_53r5_addendum,ccm4_0_12_ctrl_maps2_nist_csf_1_1_ctrls,ccm4_0_12_ctrl_maps2_nist_csf_1_1_gap_level,ccm4_0_12_ctrl_maps2_nist_csf_1_1_addendum,ccm4_0_12_ctrl_maps2_nist_csf_2_0_ctrls,ccm4_0_12_ctrl_maps2_nist_csf_2_0_gap_level,ccm4_0_12_ctrl_maps2_nist_csf_2_0_addendum,ccm4_0_12_ctrl_maps2_pci_dss_v3_2_1_ctrls,ccm4_0_12_ctrl_maps2_pci_dss_v3_2_1_gap_level,ccm4_0_12_ctrl_maps2_pci_dss_v3_2_1_addendum,ccm4_0_12_ctrl_maps2_pci_dss_v4_0_ctrls,ccm4_0_12_ctrl_maps2_pci_dss_v4_0_gap_level,ccm4_0_12_ctrl_maps2_pci_dss_v4_0_addendum
Identity & Access Management,Identity Inventory,IAM-03,"Manage, store, and review the information of system identities, and
level of access.
","CC6.1
CC6.3",No Gap,N/A,"IAM-04
IAM-08
IAM-10",Partial Gap,"Missing specification(s) in CCMv3.0.1:
'system identities'","5.1
5.2",No Gap,N/A,SA1.3,No Gap,N/A,"27001: 9.2 (c)
27001: A.8.1.1
27002: 8.1.1
27001: A.9.4.1
27002: 9.4.1",Partial Gap,"Missing specification(s) in ISOs:
ISO partially addressed Identity Inventory under asset management","27001: 9.2 (c)
27001: A.5.15
27001: A.5.16
27001: A.5.18
27001: A.7.4
27001: A.8.15
27001: A.8.2
27001: A.8.3",No Gap,N/A,"AU-10
AU-10(1)
AU-10(2)
AU-16
AU-16(1)
IA-4
IA-4(8)
IA-4(9)
IA-5
IA-5(5)
IA-8
IA-8(4)
PM-5(1)
SA-8
SA-8(22)",No Gap,N/A,"PR.AC-1
PR.AC-6
PR.AC-4",No Gap,N/A,"PR.AA-01
PR.AA-02
PR.AA-04
PR.AA-05",No Gap,N/A,2.4.a,Partial Gap,"Missing specification(s) in PCI DSS:
'system identities level of access'.","7.2.5
7.2.5.1",Partial Gap,"Missing specification(s) in PCI DSS:
'system identities'."
Identity & Access Management,Separation of Duties,IAM-04,"Employ the separation of duties principle when implementing information
system access.
","CC1.3
CC5.1
CC6.3",No Gap,N/A,IAM-05,No Gap,N/A,6.8,No Gap,N/A,SA1.1,No Gap,N/A,"27001: A.6.1.2
27002: 6.1.2",No Gap,N/A,"27001: A.5.15
27001: A.5.18
27001: A.5.3
27001: A.8.2",No Gap,N/A,"AC-2
AC-2(3)
AC-2(11)
AC-6
AC-6(1)-(10)",No Gap,N/A,PR.AC-4,No Gap,N/A,PR.AA-05,No Gap,N/A,"6.4
6.4.2",No Gap,N/A,"6.5.3
6.5.4
7.2.1
7.2.2",No Gap,N/A
Identity & Access Management,Least Privilege,IAM-05,"Employ the least privilege principle when implementing information
system access.
",CC6.3,No Gap,N/A,"IAM-02
IAM-06
IVS-11",No Gap,N/A,6.8,No Gap,N/A,SA1.1,No Gap,N/A,"27001: A.9.1.1
27002: 9.1.1
27001: A.9.1.2
27002: 9.1.2
27001: A.9.2.3
27002: 9.2.3",No Gap,N/A,"27001: A.5.15
27001: A.8.2
27002:  5.15 (Other information 2nd (a))",No Gap,N/A,"AC-6
AC-6(4)
IA-12
IA-12(2)
IA-12(3)",No Gap,N/A,PR.AC-4,No Gap,N/A,PR.AA-05,No Gap,N/A,"7.1
7.1.1
7.1.2",No Gap,N/A,"7.2.1
7.2.2
7.2.5
7.2.6",No Gap,N/A
Identity & Access Management,User Access Provisioning,IAM-06,"Define and implement a user access provisioning process which authorizes,
records, and communicates access changes to data and assets.
","CC6.3
CC8.1",No Gap,N/A,IAM-09,No Gap,N/A,6.1,No Gap,N/A,SA1.3,No Gap,N/A,No Mapping,Full Gap,The full V4 control specification is missing from ISOs and has to be used to close the gap.,"27001: A.5.15
27001: A.5.16
27001: A.5.18",No Gap,N/A,"AC-3
AC-16
AC-16(2)
AC-16(4)
AC-16(10)
IA-12
IA-12(1)",No Gap,N/A,"PR.AC-1
PR.PT-1
PR.AC-4",No Gap,N/A,"PR.AA-01
PR.AA-05",No Gap,N/A,"7.1.3
7.1.4
8.1.1",Partial Gap,"Missing specification(s) in PCI DSS:
'authorizes, records, and communicates access changes to data and assets'.","7.2.2
7.2.3
8.2.4",Partial Gap,"Missing specification(s) in PCI DSS:
'communicates access changes to data and assets'."
Identity & Access Management,User Access Changes and Revocation,IAM-07,"De-provision or respectively modify access of movers / leavers or
system identity changes in a timely manner in order to effectively adopt and
communicate identity and access management policies.
","CC5.3
CC6.3",No Gap,N/A,IAM-11,No Gap,N/A,"5.3
6.2",No Gap,N/A,SA1.3,No Gap,N/A,No Mapping,Full Gap,The full V4 control specification is missing from ISOs and has to be used to close the gap.,"27001: A.5.15
27001: A.5.18",No Gap,N/A,"AC-2
AC-2(1)
AC-2(2)
AC-2(6)
AC-2(8)
AC-3
AC-3(8)
AC-6
AC-6(7)
AU-10
AU-10(4)
AU-16
AU-16(1)
CM-7
CM-7(1)",No Gap,N/A,"PR.AC-1
PR.AC-4
PR.IP-11",Partial Gap,Recommend that the full CCM control specification is to be used to close the gap. The mapped CSF controls cover in part the high specificity of the CCM control objective.,"GV.RR-04
GV.SC-10
PR.AA-01
PR.AA-05",No Gap,N/A,"8.1.2
8.1.3",No Gap,N/A,"8.2.5
8.2.6",No Gap,N/A
Identity & Access Management,User Access Review,IAM-08,"Review and revalidate user access for least privilege and separation
of duties with a frequency that is commensurate with organizational risk tolerance.
","CC6.2
CC6.3",Partial Gap,"Missing specification(s) in TSC 2017:
'for least privilege and separation of duties with a frequency that is
commensurate with organizational risk tolerance'.",IAM-10,Partial Gap,"Missing specification(s) in CCMv3.0.1:
'Review and revalidate user access for separation of duties'
'a frequency that is commensurate with organizational risk tolerance'",5.1,Partial Gap,"Missing specification(s) in CISv8:
'Review and revalidate user access for separation of duties'.",SA1.3,No Gap,N/A,"27001: A.9.2.5
27001: A.9.2.6
27001: A.9.4.1
27017: 9.4.1
27001: A.6.1.2
27001: A 9.2.5",Partial Gap,"Missing specification(s) in ISOs:
Requirement of separation of duties in reviewing of user access rights.","27001: A.5.3
27001: A.5.18
27001: A.8.3",No Gap,N/A,"AC-6
AC-6(4)
AC-6(8)
IA-8
IA-8(4)",No Gap,N/A,PR.AC-4,No Gap,N/A,PR.AA-05,No Gap,N/A,12.5.5,No Gap,N/A,"7.2.5.1
7.2.5
7.2.4",No Gap,N/A
Identity & Access Management,Segregation of Privileged Access Roles,IAM-09,"Define, implement and evaluate processes, procedures and technical
measures for the segregation of privileged access roles such that administrative
access to data, encryption and key management capabilities and logging capabilities
are distinct and separated.
","CC5.1
CC6.1
CC6.3",Partial Gap,"Missing specification(s) in TSC 2017:
'segregation of privileged access roles pertaining to administrative
access to data, encryption and key management capabilities and logging
capabilities'.",No Mapping,Full Gap,The full V4 control specification is missing from CCMv3.0.1 and has to be used to close the gap.,5.4,Partial Gap,"Recommend the full V4 control specification to be used to close the gap.
Portion in the mapped control(s) contributing to the partial gap, that is, covering in part the V4 control: 
(5.4) 'Restrict Administrator Privileges to Dedicated Administrator
Accounts: Restrict administrator privileges to dedicated administrator
accounts on enterprise assets'.",SA1.3,Partial Gap,Recommend that the full CCM control specification is to be used to close the gap. The mapped SOGP controls cover in part the CCM control objective.,"27001: A.9.2.3
27002: 9.2.3
27017: 9.2.3
27018: 9.2.3",No Gap,N/A,"27001: A.8.2
27001: A.8.18
27002: 8.2 (j)",No Gap,N/A,"AC-6
AC-3(7)
AC-6(4)
AC-6(8)
IA-5
IA-5(6)
IA-8
IA-8(4)",No Gap,N/A,"PR.AC-1
PR.AC-4",Partial Gap,"Missing specification(s) in the CSF: 
'the segregation of privileged access roles'.","PR.AA-01
PR.AA-05",No Gap,N/A,"2.3
3.5.2
7.1.2
7.1.1",No Gap,N/A,"3.6.1
3.7.6
6.5.3
6.5.4
7.2.1
7.2.2
10.3.1",Partial Gap,"Recommend that the full CCM control specification is to be used to close the gap.
The mapped PCI DSS control cover in part the high specificity of the CCM control
objective."
Identity & Access Management,Management of Privileged Access Roles,IAM-10,"Define and implement an access process to ensure privileged access
roles and rights are granted for a time limited period, and implement procedures
to prevent the culmination of segregated privileged access.
","CC6.1
CC6.2
CC6.3",Partial Gap,"Missing specification(s) in TSC 2017:
'privileged access roles and rights are granted for a time limited
period'.",No Mapping,Full Gap,The full V4 control specification is missing from CCMv3.0.1 and has to be used to close the gap.,"5.1
6.5",Partial Gap,"Missing specification(s) in CISv8:
'roles and rights are granted for a time limited period'",SA1.3,No Gap,N/A,"27001: A.9.2.3
27002: 9.2.3
27017: 9.2.3
27018: 9.2.3
27001: A.9.4.4
27002: 9.4.4
27017: 9.4.4",Partial Gap,"Missing specification(s) in ISOs:
Requirement to prevent the culmination of segregated privileged access.","27001: A.8.2
27001: A.8.18
27002: 8.2 (i)",No Gap,N/A,"AC-2
AC-2(7)
AC-3
AC-3(4)
AC-3(11)
AC-3(13)
AC-3(14)
AC-6
AC-6(4)
AC-6(5)
AC-6(8)
AC-12
AC-12(3)
AC-17
AC-17(4)
IA-8
IA-8(4)",No Gap,N/A,PR.AC-4,Partial Gap,"Missing specification(s) in the CSF: 
'ensure privileged access roles and rights are granted for a time limited period'.",PR.AA-05,Partial Gap,"Missing specification(s) in the CSF: 
'ensure privileged access roles and rights are granted for a time limited period'.",7.1,No Gap,N/A,"7.2.1
7.2.2",Partial Gap,"Recommend that the full CCM control specification is to be used to close the gap.
The mapped PCI DSS control cover in part the high specificity of the CCM control
objective."
Identity & Access Management,CSCs Approval for Agreed Privileged Access Roles,IAM-11,"Define, implement and evaluate processes and procedures for customers
to participate, where applicable, in the granting of access for agreed, high
risk (as defined by the organizational risk assessment) privileged access roles.
","CC3.2
CC6.1
CC6.3",Partial Gap,"Recommend the full V4 control specification to be used to close the gap.
Portion in the mapped control(s) contributing to the partial gap, that
is, covering in part the V4 control:
(CC3.2) 'Identifies and Assesses Criticality of Information Assets and
Identifies Threats and Vulnerabilities', 'Analyzes Threats and
Vulnerabilities From Vendors, Business Partners, and Other Parties',
'Considers the Significance of the Risk'
(CC6.1) 'Restricts Logical Access'
(CC6.3) 'Reviews Access Roles and Rules'.",No Mapping,Full Gap,The full V4 control specification is missing from CCMv3.0.1 and has to be used to close the gap.,No Mapping,Full Gap,The full V4 control specification is missing from CISv8.0 and has to be used to close the gap.,"SA2.1
SA2.2",No Gap,N/A,No Mapping,Full Gap,N/A,"27001: A.5.19
27001: A.5.22",Partial Gap,Recommend that the full CCM control specification is to be used to close the gap. The mapped ISO controls cover in part but inadequately the high specificity of the CCM control objective.,"AC-6
AC-6(4)
AC-6(6)
AU-10
AU-10(4)
CA-6
CA-6(2)
IA-2
IA-2(1)
IA-2(2)
IA-2(12)
IA-12
IA-12(2)
IA-12(4)",No Gap,N/A,PR.AC-4,Partial Gap,Recommend that the full CCM control specification is to be used to close the gap. The mapped CSF controls cover in part the high specificity of the CCM control objective.,"PR.AA-05
GV.SC-02",Partial Gap,Recommend that NIST CSF 2.0 use the full CCM control specification to close the gap. The mapped CSF controls cover in part the high specificity of the CCM control objective.,No Mapping,Full Gap,The full V4 control specification is missing from PCI DSS v3.2.1 and has to be used to close the gap.,7.2.3,Partial Gap,"Recommend that the full CCM control specification is to be used to close the gap.
The mapped PCI DSS control cover in part the high specificity of the CCM control
objective."
Identity & Access Management,Safeguard Logs Integrity,IAM-12,"Define, implement and evaluate processes, procedures and technical
measures to ensure the logging infrastructure is read-only for all with write
access, including privileged access roles, and that the ability to disable it
is controlled through a procedure that ensures the segregation of duties and
break glass procedures.
",No Mapping,Full Gap,The full V4 control specification is missing from TSC 2017 and has to be used to close the gap.,No Mapping,Full Gap,The full V4 control specification is missing from CCMv3.0.1 and has to be used to close the gap.,3.3,Partial Gap,"Recommend the full V4 control specification to be used to close the gap.
Portion in the mapped control(s) contributing to the partial gap, that
is, covering in part the V4 control:
(3.3) 'Configure Data Access Control Lists'.",TM1.2,Partial Gap,Recommend that the full CCM control specification is to be used to close the gap. The mapped SOGP controls cover in part the CCM control objective.,"27001: A.12.4.1
27002: 12.4.1
27017: 12.4.1
27018: 12.4.1
27001: A.12.4.2
27002: 12.4.2
27017: 12.4.2
27018: 12.4.2
27001: A.12.4.3
27002: 12.4.3
27017: 12.4.3
27018: 12.4.3",Partial Gap,"Missing specification(s) in ISOs:
Requirement to control the ability to disable logs through a procedure that ensures the segregation of duties and break glass procedures.","27001: A.8.15
27001: A.8.18
27002: 8.15 Protection of Logs",No Gap,N/A,"AC-2
AC-2(11)
AC-2(12)
IA-8
IA-8(4)
SA-8
SA-8(22)
SC-34
SC-34(1)
SC-34(2)
SC-36
SI-4
SI-4(5)",No Gap,N/A,PR.AC-4,Partial Gap,Recommend that the full CCM control specification is to be used to close the gap. The mapped CSF controls cover in part the high specificity of the CCM control objective.,PR.AA-05,Partial Gap,Recommend that NIST CSF 2.0 use the full CCM control specification to close the gap. The mapped CSF controls cover in part the high specificity of the CCM control objective.,10.5,No Gap,N/A,"10.3.1
10.3.2
10.3.3
10.3.4",Partial Gap,"Recommend that the full CCM control specification is to be used to close the gap.
The mapped PCI DSS control cover in part the high specificity of the CCM control
objective."
Identity & Access Management,Uniquely Identifiable Users,IAM-13,"Define, implement and evaluate processes, procedures and technical
measures that ensure users are identifiable through unique IDs or which can
associate individuals to the usage of user IDs.
",CC6.1,Partial Gap,"Missing specification(s) in TSC 2017:
'unique IDs or which can associate individuals to the usage of user IDs'.",No Mapping,Full Gap,The full V4 control specification is missing from CCMv3.0.1 and has to be used to close the gap.,No Mapping,Full Gap,The full V4 control specification is missing from CISv8.0 and has to be used to close the gap.,SA1.3,No Gap,N/A,"27001: A.9.2.1
27002: 9.2.1",No Gap,N/A,27001: A.5.16,No Gap,N/A,"AC-3
AC-3(14)
AC-24
AC-24(2)
AU-10
AU-10(1)
IA-2
IA-2(1)
IA-2(2)
IA-2(12)
IA-4
IA-4(1)
SA-8
SA-8(22)
SC-23
SC-23(3)
SC-40(4)",No Gap,N/A,"PR.AC-1
PR.AC-6",Partial Gap,"Missing specification(s) in the CSF: 
'users are identifiable through unique IDs'.","PR.AA-01
PR.AA-02",Partial Gap,"Missing specification(s) in the CSF: 
'technical measures that ensure users are identifiable through unique IDs'.","8.1
8.2
8.6",No Gap,N/A,"8.2.1
8.2.2
8.2.4",No Gap,N/A
Identity & Access Management,Strong Authentication,IAM-14,"Define, implement and evaluate processes, procedures and technical
measures for authenticating access to systems, application and data assets,
including multifactor authentication for at least privileged user and sensitive
data access. Adopt digital certificates or alternatives which achieve an equivalent
level of security for system identities.
","CC6.1
CC6.2",Partial Gap,"Missing specification(s) in TSC 2017:
'multi-factor authentication'.","IAM-02
IAM-05",Partial Gap,"Missing specification(s) in CCMv3.0.1:
'Adopt digital certificates or alternatives which achieve an equivalent level of security for system identities'","6.3
6.5
12.5
12.7",Partial Gap,"Missing specification(s) in CISv8:
'Adopt digital certificates or alternatives which achieve an equivalent
level of security for system identities'.","SA1.3
SA1.4
SA1.8",No Gap,N/A,"27001: A.9.1.2
27002: 9.1.2
27017: 9.1.2
27001: A.9.2.4
27002: 9.2.4
27017: 9.2.4
27001: A.9.4.2
27002: 9.4.2
27017: 9.4.2
27018: 9.4.2",Partial Gap,"Missing specification(s) in ISOs:
Requirement to include multifactor authentication for at least privileged user and sensitive data access.","27001: A.5.15
27001: A.5.17
27001: A.8.5
27001: A.8.24
27002: 8.5
27002: 8.24 other information (d)",No Gap,N/A,"AC-6
AC-6(5)
AC-7
AC-7(4)
AU-10
AU-10(2)
IA-2
IA-2(1)
IA-2(2)
IA-2(8)
IA-2(12)
IA-3
IA-3(1)
IA-5
IA-5(2)
IA-5(7)
IA-5(9)
IA-5(10)
IA-5(12)
IA-5(14)-(16)
IA-8
IA-8(1)
IA-8(6)
SC-23
SC-23(3)",No Gap,N/A,"PR.AC-1
PR.AC-6
PR.AC-7",No Gap,N/A,"PR.AA-01
PR.AA-02
PR.AA-03",Partial Gap,"Missing specifications(s) in the CSF 2.0:
'including multifactor authentication for at least privileged user and sensitive data access'
'Adopt digital certificates or alternatives which achieve an equivalent level of security for system identities'.","8.1.2
8.1.3
8.1.6
8.2
8.3
8.3.2
12.3.2",No Gap,N/A,"7.2.1
8.3.1
8.3.2
8.4.1
8.4.2
8.4.3",No Gap,N/A
Identity & Access Management,Passwords Management,IAM-15,"Define, implement and evaluate processes, procedures and technical
measures for the secure management of passwords.
","CC6.1
CC6.2",No Gap,N/A,No Mapping,Full Gap,The full V4 control specification is missing from CCMv3.0.1 and has to be used to close the gap.,No Mapping,Full Gap,The full V4 control specification is missing from CISv8.0 and has to be used to close the gap.,SA1.5,No Gap,N/A,"27001: A.9.2.4
27002: 9.2.4
27017: 9.2.4
27018: 9.2.4
27001: A.9.3.1
27002: 9.3.1
27017: 9.3.1
27018: 9.3.1
27001: A.9.4.3
27002: 9.4.3
27017: 9.4.3
27018: 9.4.3",No Gap,N/A,27001: A.5.17,No Gap,N/A,"IA-4
IA-4(8)
IA-5
IA-5(1)
IA-5(8)
IA-5(18)",No Gap,N/A,PR.AC-1,No Gap,N/A,PR.AA-01,No Gap,N/A,"8.2
8.2.1-6",No Gap,N/A,"2.2.2
2.3.1
8.3.5
8.3.6
8.3.7
8.3.8
8.3.9
8.3.10
8.3.10.1
8.6.2",No Gap,N/A
Identity & Access Management,Authorization Mechanisms,IAM-16,"Define, implement and evaluate processes, procedures and technical
measures to verify access to data and system functions is authorized.
","CC6.1
CC6.2
CC6.3",No Gap,N/A,IAM-02,No Gap,N/A,5.1,No Gap,N/A,"SA1.3
SA1.4",No Gap,N/A,"27001: A.9.2.5
27002: 9.2.5
27017: 9.2.5
27018: 9.2.5",No Gap,N/A,27001: A.5.18,No Gap,N/A,"AC-3
AC-3(5)
AC-4
AC-4(17)
AC-4(21)
AC-4(22)
AC-6
AC-6(8)
AC-6(9)
AC-12
AC-12(1)
AC-20
AC-20(1)
AU-10
AU-10(1)
AU-10(2)
IA-2
IA-2(1)
IA-2(2)
IA-2(12)
IA-3
IA-3(1)
IA-5(1)
IA-5(2)
IA-5(5)
IA-5(8)
IA-5(10)
IA-5(12)
IA-8
IA-8(1)
IA-8(2)",No Gap,N/A,"PR.AC-1
PR.AC-4
PR.AC-6
PR.AC-7
PR.PT-1",No Gap,N/A,"PR.AA-01
PR.AA-02
PR.AA-03
PR.AA-04
PR.AA-05
PR.PS-04",No Gap,N/A,"5.3
7.1.4",No Gap,N/A,"7.2.4
7.2.3
7.2.5.1",No Gap,N/A
Interoperability & Portability,Interoperability and Portability Policy and Procedures,IPY-01,"Establish, document, approve, communicate, apply, evaluate and maintain
policies and procedures for interoperability and portability including
requirements for:
a. Communications between application interfaces
b. Information processing interoperability
c. Application development portability
d. Information/Data exchange, usage, portability, integrity, and persistence
Review and update the policies and procedures at least annually.
",CC5.3,Partial Gap,"Recommend the full V4 control specification to be used to close the gap.
Portion in the mapped control(s) contributing to the partial gap, that
is, covering in part the V4 control:
(CC5.3) 'Establishes Policies and Procedures to Support Deployment of
Management’s Directives', 'Reassesses Policies and Procedures'.","IPY-03
GRM-06
GRM-09",Partial Gap,"Missing specification(s) in CCMv3.0.1:
'apply and evaluate policies and procedures for interoperability and portability.'
Requirement of 'at least annually' in last sentence.",No Mapping,Full Gap,The full V4 control specification is missing from CISv8.0 and has to be used to close the gap.,"SD2.1
SC1.1
SY1.2",Partial Gap,"Missing specification(s) in SOGP: 
'review and update the policies and procedures at least annually'.
'Application development portability'.","27001: 5.1
27001: 5.2
27001: 7.3
27001: 7.4
27001: 7.5
27001: 9.1
27001: 9.3
27001: A.14.1.1
27017: 14.1.1
27001: A.14.1.2
27002: 14.1.2
27017: 14.1.2
27001: A.14.2
27002: 14.2
27001: A.14.2.1
27017: 14.2.1
27001: A.14.2.5",Partial Gap,"Missing specification(s) in ISOs:
Requirement of communications between application services (APIs)","27001: 5.1
27001: 5.2
27001: 7.3
27001: 7.4
27001: 7.5
27001: 9.1
27001: 9.3
27001: A.5.1
27001: A.5.4
27001: A.5.23
27001: A.8.25
27001: A.8.26
27001: A.8.27
27001: A.5.37",Partial Gap,"Missing specification(s) in ISOs:
'at least annually (Review)'.","PT-2
PT-2(1)
PT-3
PT-3(1)
SC-1
SA-8
SA-8(8)
SC-27
SC-29
SC-29(1)",No Gap,N/A,"ID.GV-1
ID.AM-3
PR.IP-2
DE.AE-1
PR.DS-2",Partial Gap,"Missing specification(s) in the CSF: 
'b. Information processing interoperability
c. Application development portability'.
'Review and update the policies and procedures at least annually'.","GV.PO-01
GV.PO-02
ID.IM-03
ID.AM-03",Partial Gap,"Missing specification(s) in the CSF: 
'document, approve, maintain policies and procedures'
'policies and procedures for interoperability and portability including requirements for:
 a. Communications between application interfaces
 b. Information processing interoperability
 c. Application development portability
 d. Information/Data exchange, usage, portability, integrity, and persistence'
'at least annually'.","12.1
12.1.1
12.11",Partial Gap,"Missing specification(s) in PCI DSS:
'approve policies and procedures for interoperability and portability'
'a. Communications between application interfaces,
 b. Information processing interoperability,
 c. Application development portability,
 d. Information/Data exchange, usage, portability, integrity, and persistence'.","12.1.1
12.1.2",Partial Gap,"Missing specification(s) in PCI DSS:
'policies and procedures for interoperability and portability including requirements
for:
a. Communications between application interfaces
b. Information processing interoperability
c. Application development portability
d. Information/Data exchange, usage, portability, integrity, and persistence'."
